""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"227107_at"	0.0263	0.00881	-2.64	-3.382571	-0.109	"227107_at"	"AP002784.1"	"ENSG00000250519|ENST00000655054"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AP002784.1|AP002784.1-205"	"GPL570"
"236186_x_at"	0.0263	0.00881	-2.64	-3.38235	-0.0777	"236186_x_at"	"IL17RE"	"ENSG00000163701"	"gene"	"protein_coding"	"IL17RE"	"GPL570"
"1554128_at"	0.0263	0.00882	2.64	-3.383216	0.0934	"1554128_at"	"ADIG"	"ENSG00000182035"	"gene"	"protein_coding"	"ADIG"	"GPL570"
"208890_s_at"	0.0263	0.00882	2.64	-3.383236	0.136	"208890_s_at"	"PLXNB2"	"ENST00000479818|ENST00000463165|ENSG00000196576|ENST00000479701"	"lnc_RNA|lnc_RNA|gene|lnc_RNA"	"retained_intron|retained_intron|protein_coding|retained_intron"	"PLXNB2-210|PLXNB2-208|PLXNB2|PLXNB2-209"	"GPL570"
"209804_at"	0.0264	0.00885	-2.64	-3.386399	-0.135	"209804_at"	"DCLRE1A"	"ENSG00000198924"	"gene"	"protein_coding"	"DCLRE1A"	"GPL570"
"212959_s_at"	0.0264	0.00885	-2.64	-3.38643	-0.138	"212959_s_at"	"GNPTAB"	"ENSG00000111670"	"gene"	"protein_coding"	"GNPTAB"	"GPL570"
"224073_at"	0.0265	0.00888	2.64	-3.389766	0.0886	"224073_at"	"LINC01521"	"ENSG00000213888|ENST00000504184"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC01521|LINC01521-201"	"GPL570"
"208748_s_at"	0.0265	0.00889	-2.63	-3.390478	-0.164	"208748_s_at"	"FLOT1"	"ENST00000470643|ENST00000484168|ENST00000484693|ENSG00000137312"	"lnc_RNA|lnc_RNA|lnc_RNA|gene"	"processed_transcript|retained_intron|retained_intron|protein_coding"	"FLOT1-208|FLOT1-210|FLOT1-211|FLOT1"	"GPL570"
"217438_at"	0.0265	0.00889	2.63	-3.390242	0.0668	"217438_at"	"KCNIP4"	"ENSG00000185774"	"gene"	"protein_coding"	"KCNIP4"	"GPL570"
"217637_at"	0.0265	0.00889	2.63	-3.390573	0.0767	"217637_at"	"KCNB1"	"ENST00000636838|ENSG00000158445"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"KCNB1-206|KCNB1"	"GPL570"
"1569527_at"	0.0265	0.00889	2.64	-3.389999	0.117	"1569527_at"	"STAU1"	"ENSG00000124214"	"gene"	"protein_coding"	"STAU1"	"GPL570"
"212439_at"	0.0265	0.0089	2.63	-3.391596	0.103	"212439_at"	"IP6K1"	"ENSG00000176095"	"gene"	"protein_coding"	"IP6K1"	"GPL570"
"1559804_at"	0.0265	0.00891	2.63	-3.39239	0.0617	"1559804_at"	"AC011124.1"	"ENST00000521221|ENSG00000253205"	"lnc_RNA|ncRNA_gene"	"lncRNA|lncRNA"	"AC011124.1-201|AC011124.1"	"GPL570"
"206609_at"	0.0266	0.00892	2.63	-3.392935	0.0661	"206609_at"	"MAGEC1"	"ENSG00000155495"	"gene"	"protein_coding"	"MAGEC1"	"GPL570"
"1561481_at"	0.0266	0.00892	2.63	-3.393063	0.0746	"1561481_at"	"LINC01700"	"ENSG00000232837|ENST00000433952"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC01700|LINC01700-201"	"GPL570"
"1553521_at"	0.0266	0.00893	-2.63	-3.393804	-0.0739	"1553521_at"	"DEFB104A"	"ENSG00000176782"	"gene"	"protein_coding"	"DEFB104A"	"GPL570"
"1563830_a_at"	0.0266	0.00893	-2.63	-3.394123	-0.0981	"1563830_a_at"	"FHAD1"	"ENST00000472449|ENST00000477846|ENSG00000142621"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|protein_coding"	"FHAD1-214|FHAD1-215|FHAD1"	"GPL570"
"232667_at"	0.0266	0.00894	2.63	-3.395474	0.062	"232667_at"	"AC125807.2"	"ENSG00000250899|ENST00000513358"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC125807.2|AC125807.2-201"	"GPL570"
"227826_s_at"	0.0266	0.00894	2.63	-3.39484	0.0635	"227826_s_at"	"SORBS2"	"ENST00000498125|ENST00000487836|ENST00000495932|ENST00000490562|ENST00000492104|ENSG00000154556"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript|protein_coding"	"SORBS2-264|SORBS2-255|SORBS2-263|SORBS2-257|SORBS2-259|SORBS2"	"GPL570"
"209125_at"	0.0266	0.00895	2.63	-3.395923	0.0685	"209125_at"	"KRT6A"	"ENSG00000205420"	"gene"	"protein_coding"	"KRT6A"	"GPL570"
"225804_at"	0.0266	0.00895	-2.63	-3.396277	-0.0754	"225804_at"	"CYB5D2"	"ENSG00000167740"	"gene"	"protein_coding"	"CYB5D2"	"GPL570"
"1561449_at"	0.0267	0.00896	2.63	-3.39693	0.0852	"1561449_at"	"TP53I11"	"ENSG00000175274"	"gene"	"protein_coding"	"TP53I11"	"GPL570"
"1556448_a_at"	0.0267	0.00896	2.63	-3.397355	0.0662	"1556448_a_at"	"LINC00606"	"ENSG00000226567|ENST00000664856"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC00606|LINC00606-203"	"GPL570"
"1558732_at"	0.0267	0.00898	2.63	-3.399331	0.134	"1558732_at"	"MAP4K4"	"ENST00000476609|ENSG00000071054"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"MAP4K4-213|MAP4K4"	"GPL570"
"203712_at"	0.0267	0.00898	-2.63	-3.399713	-0.101	"203712_at"	"PUM3"	"ENST00000382032|ENSG00000080608"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"PUM3-201|PUM3"	"GPL570"
"232828_at"	0.0267	0.00899	2.63	-3.399742	0.081	"232828_at"	"NALCN"	"ENSG00000233009|ENST00000457843"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"NALCN-AS1|NALCN-AS1-201"	"GPL570"
"200022_at"	0.0268	0.009	2.63	-3.401054	0.0803	"200022_at"	"CHRNB4"	"ENSG00000117971|ENST00000560511"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"CHRNB4|CHRNB4-205"	"GPL570"
"219745_at"	0.0268	0.009	-2.63	-3.401127	-0.106	"219745_at"	"MFSD13A"	"ENSG00000138111"	"gene"	"protein_coding"	"MFSD13A"	"GPL570"
"200648_s_at"	0.0268	0.00901	2.63	-3.402023	0.164	"200648_s_at"	"GLUL"	"ENSG00000135821|ENST00000491322|ENST00000463851"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|processed_transcript"	"GLUL|GLUL-212|GLUL-207"	"GPL570"
"236908_at"	0.0268	0.00901	2.63	-3.402385	0.145	"236908_at"	"PXYLP1"	"ENSG00000155893"	"gene"	"protein_coding"	"PXYLP1"	"GPL570"
"1557329_at"	0.0268	0.00902	2.63	-3.402852	0.107	"1557329_at"	"HLCS"	"ENSG00000159267"	"gene"	"protein_coding"	"HLCS"	"GPL570"
"215341_at"	0.0268	0.00902	2.63	-3.403073	0.0934	"215341_at"	"DNAH6"	"ENSG00000115423"	"gene"	"protein_coding"	"DNAH6"	"GPL570"
"219874_at"	0.0268	0.00902	-2.63	-3.402798	-0.0971	"219874_at"	"SLC12A8"	"ENST00000465475|ENSG00000221955"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"SLC12A8-205|SLC12A8"	"GPL570"
"210064_s_at"	0.0268	0.00903	2.63	-3.404041	0.09	"210064_s_at"	"UPK1B"	"ENSG00000114638"	"gene"	"protein_coding"	"UPK1B"	"GPL570"
"207429_at"	0.0268	0.00904	2.63	-3.404661	0.0863	"207429_at"	"SLC22A2"	"ENST00000498556|ENSG00000112499|ENST00000486916"	"lnc_RNA|gene|lnc_RNA"	"processed_transcript|protein_coding|processed_transcript"	"SLC22A2-206|SLC22A2|SLC22A2-203"	"GPL570"
"232897_at"	0.0269	0.00904	2.63	-3.405327	0.122	"232897_at"	"LERFS"	"ENST00000438699|ENST00000669453|ENSG00000234665|ENST00000667498|ENST00000654225|ENST00000586625|ENST00000662817|ENST00000666775|ENST00000591993|ENST00000667349|ENST00000658257|ENST00000445604|ENST00000654882"	"lnc_RNA|lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LERFS-201|LERFS-218|LERFS|LERFS-217|LERFS-209|LERFS-204|LERFS-212|LERFS-215|LERFS-205|LERFS-216|LERFS-211|LERFS-202|LERFS-210"	"GPL570"
"234402_at"	0.0269	0.00906	2.63	-3.406754	0.188	"234402_at"	"TRAV5"	"ENSG00000211779"	"gene"	"TR_V_gene"	"TRAV5"	"GPL570"
"210132_at"	0.0269	0.00907	2.63	-3.407671	0.0897	"210132_at"	"EFNA3"	"ENSG00000143590"	"gene"	"protein_coding"	"EFNA3"	"GPL570"
"200808_s_at"	0.0269	0.00907	2.63	-3.408351	0.152	"200808_s_at"	"ZYX"	"ENSG00000159840"	"gene"	"protein_coding"	"ZYX"	"GPL570"
"1557007_a_at"	0.027	0.00908	2.63	-3.409464	0.0726	"1557007_a_at"	"AC068733.1"	"ENSG00000254443|ENST00000532430|ENST00000531479"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC068733.1|AC068733.1-201|AC068733.1-202"	"GPL570"
"224028_at"	0.027	0.00908	2.63	-3.408808	0.0824	"224028_at"	"CPA6"	"ENSG00000165078|ENST00000518549"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"CPA6|CPA6-203"	"GPL570"
"225596_at"	0.027	0.00909	-2.63	-3.41014	-0.0946	"225596_at"	"KLC4"	"ENST00000486439|ENSG00000137171"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"KLC4-219|KLC4"	"GPL570"
"1552892_at"	0.027	0.00909	2.63	-3.409627	0.0834	"1552892_at"	"TNFRSF13C"	"ENSG00000159958"	"gene"	"protein_coding"	"TNFRSF13C"	"GPL570"
"237013_at"	0.027	0.00911	2.63	-3.411593	0.0805	"237013_at"	"ONECUT3"	"ENSG00000205922"	"gene"	"protein_coding"	"ONECUT3"	"GPL570"
"239094_at"	0.027	0.00911	2.63	-3.411738	0.0866	"239094_at"	"AC104109.2"	"ENSG00000270177|ENST00000602919"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC104109.2|AC104109.2-201"	"GPL570"
"226950_at"	0.027	0.00911	-2.63	-3.412	-0.0949	"226950_at"	"ACVRL1"	"ENST00000550084|ENSG00000139567"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"ACVRL1-205|ACVRL1"	"GPL570"
"220714_at"	0.027	0.00911	2.63	-3.412179	0.1	"220714_at"	"PRDM14"	"ENSG00000147596"	"gene"	"protein_coding"	"PRDM14"	"GPL570"
"212118_at"	0.027	0.00911	2.63	-3.411868	0.0769	"212118_at"	"TRIM27"	"ENSG00000204713|ENST00000481474"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"TRIM27|TRIM27-205"	"GPL570"
"235054_at"	0.0271	0.00913	-2.63	-3.413783	-0.125	"235054_at"	"NUDT16"	"ENSG00000198585"	"gene"	"protein_coding"	"NUDT16"	"GPL570"
"1559307_s_at"	0.0272	0.00915	2.62	-3.416294	0.0853	"1559307_s_at"	"RBL1"	"ENSG00000080839"	"gene"	"protein_coding"	"RBL1"	"GPL570"
"202936_s_at"	0.0272	0.00916	2.62	-3.41668	0.0829	"202936_s_at"	"SOX9"	"ENSG00000125398"	"gene"	"protein_coding"	"SOX9"	"GPL570"
"206182_at"	0.0272	0.00916	-2.62	-3.417095	-0.0975	"206182_at"	"ZNF134"	"ENSG00000213762"	"gene"	"protein_coding"	"ZNF134"	"GPL570"
"207911_s_at"	0.0272	0.00917	2.62	-3.418003	0.107	"207911_s_at"	"TGM5"	"ENST00000396996|ENSG00000104055"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"TGM5-203|TGM5"	"GPL570"
"240014_at"	0.0272	0.00917	2.62	-3.417476	0.0941	"240014_at"	"POLR2J4"	"ENSG00000214783|ENST00000427076"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"POLR2J4|POLR2J4-202"	"GPL570"
"206773_at"	0.0272	0.00917	2.62	-3.417715	0.08	"206773_at"	"LY6H"	"ENSG00000176956|ENST00000479685"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"LY6H|LY6H-204"	"GPL570"
"214981_at"	0.0272	0.0092	-2.62	-3.420356	-0.0533	"214981_at"	"POSTN"	"ENST00000497145|ENSG00000133110|ENST00000473823|ENST00000474646"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"processed_transcript|protein_coding|processed_transcript|processed_transcript"	"POSTN-208|POSTN|POSTN-205|POSTN-206"	"GPL570"
"239842_x_at"	0.0273	0.0092	2.62	-3.420911	0.122	"239842_x_at"	"AC092745.5"	"ENSG00000286895|ENST00000669735"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC092745.5|AC092745.5-201"	"GPL570"
"204715_at"	0.0273	0.0092	-2.62	-3.42111	-0.164	"204715_at"	"PANX1"	"ENSG00000110218"	"gene"	"protein_coding"	"PANX1"	"GPL570"
"234509_at"	0.0273	0.00921	2.62	-3.42135	0.0644	"234509_at"	"AC005592.1"	"ENSG00000261757|ENST00000566527"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC005592.1|AC005592.1-201"	"GPL570"
"230919_at"	0.0273	0.00922	2.62	-3.422785	0.0567	"230919_at"	"ZNF233"	"ENSG00000159915"	"gene"	"protein_coding"	"ZNF233"	"GPL570"
"1557755_at"	0.0273	0.00922	-2.62	-3.422448	-0.073	"1557755_at"	"CEP128"	"ENSG00000100629"	"gene"	"protein_coding"	"CEP128"	"GPL570"
"227960_s_at"	0.0273	0.00922	-2.62	-3.422264	-0.155	"227960_s_at"	"FAHD1"	"ENSG00000180185"	"gene"	"protein_coding"	"FAHD1"	"GPL570"
"240807_at"	0.0273	0.00922	2.62	-3.422413	0.0767	"240807_at"	"LINC01187"	"ENSG00000249601|ENST00000506431|ENST00000520275"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"LINC01187|LINC01187-201|LINC01187-202"	"GPL570"
"217730_at"	0.0273	0.00923	2.62	-3.423838	0.0815	"217730_at"	"TMBIM1"	"ENST00000465082|ENSG00000135926"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"TMBIM1-219|TMBIM1"	"GPL570"
"200635_s_at"	0.0274	0.00924	2.62	-3.424634	0.0925	"200635_s_at"	"PTPRF"	"ENSG00000142949|ENST00000496447|ENST00000477970"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|processed_transcript"	"PTPRF|PTPRF-215|PTPRF-212"	"GPL570"
"1569290_s_at"	0.0273	0.00924	2.62	-3.424068	0.0631	"1569290_s_at"	"GRIA3"	"ENSG00000125675|ENST00000479118"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"GRIA3|GRIA3-203"	"GPL570"
"227738_s_at"	0.0274	0.00925	2.62	-3.42518	0.0927	"227738_s_at"	"ARMC5"	"ENSG00000140691"	"gene"	"protein_coding"	"ARMC5"	"GPL570"
"1555837_s_at"	0.0274	0.00925	-2.62	-3.425262	-0.119	"1555837_s_at"	"POLR2B"	"ENSG00000047315|ENST00000478188"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"POLR2B|POLR2B-208"	"GPL570"
"220030_at"	0.0274	0.00926	-2.62	-3.426619	-0.205	"220030_at"	"STYK1"	"ENSG00000060140"	"gene"	"protein_coding"	"STYK1"	"GPL570"
"235824_at"	0.0274	0.00926	-2.62	-3.426302	-0.181	"235824_at"	"LINC02573"	"ENSG00000233236|ENST00000436373"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC02573|LINC02573-201"	"GPL570"
"220987_s_at"	0.0274	0.00926	2.62	-3.42678	0.135	"220987_s_at"	"NUAK2"	"ENSG00000163545"	"gene"	"protein_coding"	"NUAK2"	"GPL570"
"243955_at"	0.0274	0.00926	2.62	-3.426928	0.0855	"243955_at"	"SMIM34B"	"ENSG00000278961"	"gene"	"protein_coding"	"SMIM34B"	"GPL570"
"234251_at"	0.0274	0.00927	2.62	-3.427222	0.0965	"234251_at"	"AC008758.6"	"ENSG00000269755"	"gene"	"protein_coding"	"AC008758.6"	"GPL570"
"224328_s_at"	0.0274	0.00927	2.62	-3.426955	0.0731	"224328_s_at"	"LCE3D"	"ENSG00000163202"	"gene"	"protein_coding"	"LCE3D"	"GPL570"
"226488_at"	0.0274	0.00927	2.62	-3.427192	0.0715	"226488_at"	"RCCD1"	"ENSG00000166965|ENST00000557266"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"RCCD1|RCCD1-208"	"GPL570"
"1559675_at"	0.0274	0.00927	2.62	-3.42707	0.0828	"1559675_at"	"AC007040.1"	"ENSG00000228384|ENST00000416229"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC007040.1|AC007040.1-201"	"GPL570"
"202417_at"	0.0275	0.00929	2.62	-3.429126	0.0658	"202417_at"	"KEAP1"	"ENSG00000079999"	"gene"	"protein_coding"	"KEAP1"	"GPL570"
"212992_at"	0.0275	0.00931	2.62	-3.431675	0.091	"212992_at"	"AHNAK2"	"ENSG00000185567|ENST00000555122"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"AHNAK2|AHNAK2-202"	"GPL570"
"1557540_at"	0.0275	0.00931	2.62	-3.43107	0.104	"1557540_at"	"AC091182.1"	"ENSG00000253123|ENST00000661295"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC091182.1|AC091182.1-205"	"GPL570"
"208447_s_at"	0.0275	0.00932	-2.62	-3.432345	-0.102	"208447_s_at"	"PRPS1"	"ENSG00000147224"	"gene"	"protein_coding"	"PRPS1"	"GPL570"
"231491_at"	0.0276	0.00933	2.62	-3.432788	0.0724	"231491_at"	"LINC00113"	"ENSG00000225298|ENST00000411460|ENST00000425376|ENST00000442550"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"LINC00113|LINC00113-201|LINC00113-202|LINC00113-203"	"GPL570"
"212796_s_at"	0.0276	0.00935	2.62	-3.434963	0.0673	"212796_s_at"	"TBC1D2B"	"ENST00000418039|ENSG00000167202"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"TBC1D2B-203|TBC1D2B"	"GPL570"
"239315_at"	0.0276	0.00936	2.62	-3.435634	0.089	"239315_at"	"TCAF2"	"ENSG00000170379"	"gene"	"protein_coding"	"TCAF2"	"GPL570"
"201642_at"	0.0277	0.00937	-2.62	-3.436704	-0.118	"201642_at"	"IFNGR2"	"ENSG00000159128"	"gene"	"protein_coding"	"IFNGR2"	"GPL570"
"1559652_at"	0.0277	0.00939	2.62	-3.438804	0.0536	"1559652_at"	"AC008937.3"	"ENSG00000271828|ENST00000606813"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC008937.3|AC008937.3-201"	"GPL570"
"219616_at"	0.0277	0.00939	2.62	-3.438738	0.0958	"219616_at"	"ACSS3"	"ENST00000548324|ENSG00000111058"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"ACSS3-204|ACSS3"	"GPL570"
"1558714_at"	0.0278	0.0094	2.62	-3.440181	0.0955	"1558714_at"	"ROBO1"	"ENSG00000169855"	"gene"	"protein_coding"	"ROBO1"	"GPL570"
"203314_at"	0.0277	0.0094	2.62	-3.439559	0.0899	"203314_at"	"GTPBP6"	"ENSG00000178605|ENST00000485332"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"GTPBP6|GTPBP6-202"	"GPL570"
"211248_s_at"	0.0278	0.00941	2.62	-3.440612	0.1	"211248_s_at"	"CHRD"	"ENSG00000090539|ENST00000460627|ENST00000470150"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"CHRD|CHRD-208|CHRD-212"	"GPL570"
"240893_at"	0.0278	0.00942	2.61	-3.441576	0.061	"240893_at"	"AC008114.1"	"ENSG00000255649|ENST00000655882|ENST00000544122"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC008114.1|AC008114.1-202|AC008114.1-201"	"GPL570"
"237748_at"	0.0278	0.00942	2.61	-3.44178	0.0858	"237748_at"	"SCGB2B2"	"ENSG00000205209|ENST00000595326"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"SCGB2B2|SCGB2B2-202"	"GPL570"
"232780_s_at"	0.0278	0.00943	-2.61	-3.442432	-0.0634	"232780_s_at"	"ZNF691"	"ENSG00000164011"	"gene"	"protein_coding"	"ZNF691"	"GPL570"
"215543_s_at"	0.0278	0.00943	2.61	-3.442922	0.0953	"215543_s_at"	"LARGE1"	"ENST00000674816|ENSG00000133424|ENST00000674708"	"lnc_RNA|gene|lnc_RNA"	"processed_transcript|protein_coding|retained_intron"	"LARGE1-221|LARGE1|LARGE1-218"	"GPL570"
"224792_at"	0.0278	0.00943	2.61	-3.442595	0.082	"224792_at"	"TNKS1BP1"	"ENST00000532273|ENST00000427750|ENSG00000149115"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"TNKS1BP1-206|TNKS1BP1-202|TNKS1BP1"	"GPL570"
"1569789_at"	0.0278	0.00944	2.61	-3.443441	0.0705	"1569789_at"	"LINC02008"	"ENSG00000239440|ENST00000470263"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC02008|LINC02008-201"	"GPL570"
"200681_at"	0.0279	0.00945	-2.61	-3.444213	-0.106	"200681_at"	"GLO1"	"ENSG00000124767|ENST00000470973"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"GLO1|GLO1-202"	"GPL570"
"222819_at"	0.0279	0.00946	2.61	-3.445247	0.114	"222819_at"	"CTPS2"	"ENSG00000047230"	"gene"	"protein_coding"	"CTPS2"	"GPL570"
"225898_at"	0.0279	0.00946	2.61	-3.445365	0.114	"225898_at"	"WDR54"	"ENSG00000005448|ENST00000465134|ENST00000468778|ENST00000482605"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron"	"WDR54|WDR54-204|WDR54-205|WDR54-210"	"GPL570"
"202846_s_at"	0.0279	0.00946	-2.61	-3.445708	-0.0639	"202846_s_at"	"PIGC"	"ENSG00000135845|ENST00000484368"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"PIGC|PIGC-206"	"GPL570"
"201619_at"	0.0279	0.00946	-2.61	-3.44579	-0.121	"201619_at"	"PRDX3"	"ENSG00000165672"	"gene"	"protein_coding"	"PRDX3"	"GPL570"
"219204_s_at"	0.0279	0.00947	-2.61	-3.446037	-0.133	"219204_s_at"	"SRR"	"ENSG00000167720"	"gene"	"protein_coding"	"SRR"	"GPL570"
"1569940_at"	0.0279	0.00948	2.61	-3.44722	0.113	"1569940_at"	"SLC6A16"	"ENSG00000063127|ENST00000598221"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"SLC6A16|SLC6A16-206"	"GPL570"
"235871_at"	0.0279	0.00948	2.61	-3.447088	0.0969	"235871_at"	"LIPH"	"ENSG00000163898"	"gene"	"protein_coding"	"LIPH"	"GPL570"
"229208_at"	0.028	0.00949	-2.61	-3.448528	-0.129	"229208_at"	"HAUS2"	"ENSG00000137814"	"gene"	"protein_coding"	"HAUS2"	"GPL570"
"211051_s_at"	0.028	0.00949	2.61	-3.448335	0.134	"211051_s_at"	"EXTL3"	"ENST00000523271|ENSG00000012232|ENST00000519886"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|processed_transcript"	"EXTL3-214|EXTL3|EXTL3-206"	"GPL570"
"242549_at"	0.028	0.00949	2.61	-3.447878	0.212	"242549_at"	"PRKD3"	"ENSG00000115825|ENST00000494667"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"PRKD3|PRKD3-210"	"GPL570"
"39763_at"	0.028	0.0095	2.61	-3.448711	0.0777	"39763_at"	"HPX"	"ENSG00000110169"	"gene"	"protein_coding"	"HPX"	"GPL570"
"219038_at"	0.028	0.00951	2.61	-3.449757	0.152	"219038_at"	"MORC4"	"ENSG00000133131"	"gene"	"protein_coding"	"MORC4"	"GPL570"
"241498_at"	0.028	0.00951	-2.61	-3.450126	-0.0735	"241498_at"	"HARBI1"	"ENSG00000180423"	"gene"	"protein_coding"	"HARBI1"	"GPL570"
"203460_s_at"	0.028	0.00951	-2.61	-3.449826	-0.106	"203460_s_at"	"PSEN1"	"ENSG00000080815"	"gene"	"protein_coding"	"PSEN1"	"GPL570"
"217940_s_at"	0.028	0.00951	2.61	-3.450499	0.0801	"217940_s_at"	"NAXD"	"ENSG00000213995|ENST00000470164"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"NAXD|NAXD-203"	"GPL570"
"219506_at"	0.028	0.00951	-2.61	-3.450035	-0.116	"219506_at"	"C1orf54"	"ENSG00000118292"	"gene"	"protein_coding"	"C1orf54"	"GPL570"
"243566_at"	0.0281	0.00953	2.61	-3.452234	0.0918	"243566_at"	"AC027804.1"	"ENSG00000255179|ENST00000534653"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC027804.1|AC027804.1-201"	"GPL570"
"243196_s_at"	0.0281	0.00953	-2.61	-3.451766	-0.193	"243196_s_at"	"TRAFD1"	"ENSG00000135148"	"gene"	"protein_coding"	"TRAFD1"	"GPL570"
"225354_s_at"	0.0281	0.00953	2.61	-3.452047	0.245	"225354_s_at"	"SH3BGRL2"	"ENSG00000198478"	"gene"	"protein_coding"	"SH3BGRL2"	"GPL570"
"223836_at"	0.0281	0.00954	-2.61	-3.452719	-0.284	"223836_at"	"FGFBP2"	"ENSG00000137441|ENST00000509331"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"FGFBP2|FGFBP2-202"	"GPL570"
"234409_at"	0.0281	0.00954	2.61	-3.453285	0.0577	"234409_at"	"ZNF354C"	"ENSG00000177932"	"gene"	"protein_coding"	"ZNF354C"	"GPL570"
"1561608_at"	0.0281	0.00955	2.61	-3.453402	0.0862	"1561608_at"	"AC109349.1"	"ENSG00000248176|ENST00000659444|ENST00000503299"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC109349.1|AC109349.1-202|AC109349.1-201"	"GPL570"
"219122_s_at"	0.0281	0.00956	-2.61	-3.454957	-0.11	"219122_s_at"	"THG1L"	"ENSG00000113272"	"gene"	"protein_coding"	"THG1L"	"GPL570"
"219351_at"	0.0281	0.00956	-2.61	-3.454887	-0.0973	"219351_at"	"TRAPPC2"	"ENSG00000196459"	"gene"	"protein_coding"	"TRAPPC2"	"GPL570"
