""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"1560187_at"	0.5744953	0.262	1.13456839	-5.576666	0.0542	"1560187_at"	"LINC02770"	"ENSG00000228215|ENST00000430776"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC02770|LINC02770-201"	"GPL570"
"1552814_a_at"	0.5747549	0.262	1.13370146	-5.577603	0.0627	"1552814_a_at"	"KLF14"	"ENSG00000266265"	"gene"	"protein_coding"	"KLF14"	"GPL570"
"201655_s_at"	0.5751836	0.262	-1.13290258	-5.578467	-0.073	"201655_s_at"	"HSPG2"	"ENST00000486901|ENSG00000142798"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"HSPG2-211|HSPG2"	"GPL570"
"204693_at"	0.5754904	0.263	-1.1322121	-5.579212	-0.0573	"204693_at"	"CDC42EP1"	"ENSG00000128283"	"gene"	"protein_coding"	"CDC42EP1"	"GPL570"
"1554271_a_at"	0.575646	0.263	1.13196572	-5.579478	0.0962	"1554271_a_at"	"CENPL"	"ENSG00000120334"	"gene"	"protein_coding"	"CENPL"	"GPL570"
"231413_at"	0.5756078	0.263	-1.13203291	-5.579406	-0.0576	"231413_at"	"AL031848.2"	"ENSG00000271746|ENST00000607670"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL031848.2|AL031848.2-201"	"GPL570"
"207009_at"	0.5754904	0.263	-1.13223126	-5.579192	-0.0771	"207009_at"	"PHOX2B"	"ENSG00000109132"	"gene"	"protein_coding"	"PHOX2B"	"GPL570"
"1555867_at"	0.5759911	0.263	1.13143604	-5.58005	0.0657	"1555867_at"	"GNG4"	"ENSG00000168243"	"gene"	"protein_coding"	"GNG4"	"GPL570"
"233335_at"	0.5765506	0.263	-1.130338	-5.581234	-0.0484	"233335_at"	"ITGA11"	"ENSG00000137809"	"gene"	"protein_coding"	"ITGA11"	"GPL570"
"232585_at"	0.5754877	0.263	-1.13231627	-5.5791	-0.0508	"232585_at"	"TLK2"	"ENSG00000146872"	"gene"	"protein_coding"	"TLK2"	"GPL570"
"202780_at"	0.5764816	0.263	1.1304689	-5.581093	0.132	"202780_at"	"OXCT1"	"ENSG00000083720"	"gene"	"protein_coding"	"OXCT1"	"GPL570"
"232752_at"	0.5763827	0.263	-1.13070361	-5.58084	-0.182	"232752_at"	"LOXL1"	"ENST00000565689|ENSG00000261801|ENST00000568229|ENST00000568087|ENST00000562739|ENST00000567644|ENST00000564194|ENST00000567257"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LOXL1-AS1-207|LOXL1-AS1|LOXL1-AS1-213|LOXL1-AS1-212|LOXL1-AS1-202|LOXL1-AS1-211|LOXL1-AS1-204|LOXL1-AS1-210"	"GPL570"
"211096_at"	0.5763089	0.263	-1.1308603	-5.580671	-0.0827	"211096_at"	"PBX2"	"ENSG00000204304|ENST00000495300|ENST00000478678"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"PBX2|PBX2-204|PBX2-202"	"GPL570"
"37512_at"	0.575355	0.263	1.13248705	-5.578915	0.0514	"37512_at"	"HSD17B6"	"ENSG00000025423"	"gene"	"protein_coding"	"HSD17B6"	"GPL570"
"219277_s_at"	0.575355	0.263	-1.13251459	-5.578886	-0.0556	"219277_s_at"	"OGDHL"	"ENST00000490844|ENSG00000197444"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"OGDHL-205|OGDHL"	"GPL570"
"236044_at"	0.5762561	0.263	1.13101932	-5.580499	0.0567	"236044_at"	"PLPP4"	"ENSG00000203805|ENST00000369073"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"PLPP4|PLPP4-201"	"GPL570"
"223596_at"	0.5765506	0.263	1.13031746	-5.581256	0.167	"223596_at"	"SLC12A6"	"ENSG00000140199"	"gene"	"protein_coding"	"SLC12A6"	"GPL570"
"205242_at"	0.575937	0.263	1.13154587	-5.579931	0.0499	"205242_at"	"CXCL13"	"ENSG00000156234"	"gene"	"protein_coding"	"CXCL13"	"GPL570"
"205261_at"	0.5764312	0.263	-1.13059992	-5.580952	-0.0748	"205261_at"	"PGC"	"ENSG00000096088"	"gene"	"protein_coding"	"PGC"	"GPL570"
"226765_at"	0.5763089	0.263	-1.13090542	-5.580622	-0.128	"226765_at"	"AC093110.1"	"ENSG00000238018|ENST00000626206"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC093110.1|AC093110.1-202"	"GPL570"
"239552_at"	0.5773461	0.264	1.12855028	-5.58316	0.0558	"239552_at"	"VWDE"	"ENST00000485526|ENSG00000146530"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"VWDE-204|VWDE"	"GPL570"
"240752_at"	0.5770154	0.264	1.12917662	-5.582485	0.0571	"240752_at"	"AC006449.5"	"ENSG00000277182|ENST00000610658"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC006449.5|AC006449.5-201"	"GPL570"
"237360_at"	0.5771735	0.264	1.12882667	-5.582862	0.0652	"237360_at"	"ACTRT2"	"ENSG00000169717"	"gene"	"protein_coding"	"ACTRT2"	"GPL570"
"219443_at"	0.5769489	0.264	1.12951704	-5.582119	0.13	"219443_at"	"TASP1"	"ENSG00000089123|ENST00000480436"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"TASP1|TASP1-206"	"GPL570"
"240402_at"	0.5776868	0.264	1.12783516	-5.583929	0.0585	"240402_at"	"KIRREL3"	"ENSG00000149571"	"gene"	"protein_coding"	"KIRREL3"	"GPL570"
"208390_s_at"	0.5771735	0.264	-1.12888052	-5.582804	-0.0642	"208390_s_at"	"GLP1R"	"ENSG00000112164"	"gene"	"protein_coding"	"GLP1R"	"GPL570"
"212906_at"	0.5772852	0.264	1.12865397	-5.583048	0.081	"212906_at"	"GRAMD1B"	"ENSG00000023171"	"gene"	"protein_coding"	"GRAMD1B"	"GPL570"
"213280_at"	0.576995	0.264	-1.12929995	-5.582352	-0.0869	"213280_at"	"RAP1GAP2"	"ENST00000571555|ENSG00000132359"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"RAP1GAP2-205|RAP1GAP2"	"GPL570"
"1554547_at"	0.5769489	0.264	1.12950224	-5.582135	0.0535	"1554547_at"	"FAM13C"	"ENSG00000148541"	"gene"	"protein_coding"	"FAM13C"	"GPL570"
"235627_at"	0.5784039	0.265	-1.12618615	-5.585702	-0.0751	"235627_at"	"PFN4"	"ENSG00000176732"	"gene"	"protein_coding"	"PFN4"	"GPL570"
"1568655_a_at"	0.578137	0.265	1.12689135	-5.584944	0.0527	"1568655_a_at"	"SLC35F3"	"ENSG00000236244|ENST00000446433"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"SLC35F3-AS1|SLC35F3-AS1-201"	"GPL570"
"237270_at"	0.5780034	0.265	-1.12712176	-5.584696	-0.0654	"237270_at"	"AC107294.2"	"ENSG00000272970|ENST00000663807|ENST00000666332|ENST00000665864|ENST00000660522|ENST00000671525|ENST00000610001"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"AC107294.2|AC107294.2-201|AC107294.2-202|AC107294.2-203|AC107294.2-204|AC107294.2-205|AC107294.2-206"	"GPL570"
"1559149_at"	0.5777205	0.265	-1.12774814	-5.584023	-0.0603	"1559149_at"	"UNC5D"	"ENSG00000156687"	"gene"	"protein_coding"	"UNC5D"	"GPL570"
"239153_at"	0.5777559	0.265	-1.12768418	-5.584091	-0.0526	"239153_at"	"HOTAIR"	"ENSG00000228630|ENST00000424518"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"HOTAIR|HOTAIR-201"	"GPL570"
"218876_at"	0.5780034	0.265	-1.12717578	-5.584638	-0.159	"218876_at"	"TPPP3"	"ENSG00000159713"	"gene"	"protein_coding"	"TPPP3"	"GPL570"
"227648_at"	0.5784039	0.265	-1.12611257	-5.585781	-0.11	"227648_at"	"SMDT1"	"ENSG00000183172"	"gene"	"protein_coding"	"SMDT1"	"GPL570"
"217261_at"	0.5784705	0.265	-1.12552224	-5.586415	-0.0895	"217261_at"	"TTTY2"	"ENSG00000212855|ENST00000417072"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"TTTY2|TTTY2-201"	"GPL570"
"225271_at"	0.5784705	0.265	-1.12560571	-5.586325	-0.142	"225271_at"	"TMEM63B"	"ENSG00000137216"	"gene"	"protein_coding"	"TMEM63B"	"GPL570"
"228917_at"	0.5785266	0.265	1.12540194	-5.586544	0.0884	"228917_at"	"ZNF510"	"ENSG00000081386"	"gene"	"protein_coding"	"ZNF510"	"GPL570"
"221746_at"	0.5784949	0.265	-1.12546185	-5.586479	-0.0657	"221746_at"	"UBL4A"	"ENSG00000102178"	"gene"	"protein_coding"	"UBL4A"	"GPL570"
"40359_at"	0.5784705	0.265	-1.12556622	-5.586367	-0.0443	"40359_at"	"RASSF7"	"ENSG00000099849"	"gene"	"protein_coding"	"RASSF7"	"GPL570"
"208021_s_at"	0.578137	0.265	-1.12686318	-5.584974	-0.0869	"208021_s_at"	"RFC1"	"ENSG00000035928"	"gene"	"protein_coding"	"RFC1"	"GPL570"
"228403_at"	0.5784039	0.265	-1.12606651	-5.58583	-0.0842	"228403_at"	"ENHO"	"ENSG00000168913"	"gene"	"protein_coding"	"ENHO"	"GPL570"
"203367_at"	0.5788622	0.266	-1.12465527	-5.587345	-0.0941	"203367_at"	"DUSP14"	"ENSG00000276023"	"gene"	"protein_coding"	"DUSP14"	"GPL570"
"211403_x_at"	0.5794894	0.266	-1.12319886	-5.588906	-0.0586	"211403_x_at"	"VCX2"	"ENSG00000177504"	"gene"	"protein_coding"	"VCX2"	"GPL570"
"223928_s_at"	0.5793982	0.266	-1.12349573	-5.588588	-0.0579	"223928_s_at"	"GUCA1C"	"ENSG00000138472"	"gene"	"protein_coding"	"GUCA1C"	"GPL570"
"236480_at"	0.5791763	0.266	1.12393686	-5.588115	0.0632	"236480_at"	"MIR210HG"	"ENSG00000247095|ENST00000500447"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"MIR210HG|MIR210HG-201"	"GPL570"
"242889_x_at"	0.5787385	0.266	-1.12499357	-5.586982	-0.0979	"242889_x_at"	"AC016587.1"	"ENSG00000287526|ENST00000657364"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC016587.1|AC016587.1-201"	"GPL570"
"209434_s_at"	0.5792583	0.266	1.12379469	-5.588268	0.118	"209434_s_at"	"PPAT"	"ENSG00000128059|ENST00000425339"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"PPAT|PPAT-202"	"GPL570"
"222153_at"	0.5794221	0.266	-1.1233382	-5.588757	-0.0528	"222153_at"	"MYEF2"	"ENSG00000104177"	"gene"	"protein_coding"	"MYEF2"	"GPL570"
"223115_at"	0.5789364	0.266	1.12442957	-5.587587	0.0647	"223115_at"	"MED17"	"ENSG00000042429"	"gene"	"protein_coding"	"MED17"	"GPL570"
"1553486_a_at"	0.5793982	0.266	1.12345323	-5.588634	0.0657	"1553486_a_at"	"C17orf78"	"ENSG00000278505"	"gene"	"protein_coding"	"C17orf78"	"GPL570"
"232025_at"	0.5789392	0.266	-1.12430916	-5.587716	-0.0613	"232025_at"	"SYT7"	"ENSG00000011347"	"gene"	"protein_coding"	"SYT7"	"GPL570"
"202793_at"	0.5788622	0.266	-1.12460598	-5.587398	-0.0659	"202793_at"	"LPCAT3"	"ENSG00000111684"	"gene"	"protein_coding"	"LPCAT3"	"GPL570"
"213499_at"	0.5788989	0.266	-1.1245155	-5.587495	-0.0566	"213499_at"	"CLCN2"	"ENST00000636830|ENSG00000114859|ENST00000637392"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|retained_intron"	"CLCN2-216|CLCN2|CLCN2-219"	"GPL570"
"206844_at"	0.5794221	0.266	1.12333905	-5.588756	0.0685	"206844_at"	"FBP2"	"ENSG00000130957"	"gene"	"protein_coding"	"FBP2"	"GPL570"
"225476_at"	0.5793982	0.266	1.12346225	-5.588624	0.076	"225476_at"	"GPANK1"	"ENSG00000204438"	"gene"	"protein_coding"	"GPANK1"	"GPL570"
"212663_at"	0.5791763	0.266	-1.12393478	-5.588118	-0.0632	"212663_at"	"FKBP15"	"ENSG00000119321"	"gene"	"protein_coding"	"FKBP15"	"GPL570"
"224274_at"	0.5787717	0.266	1.12493204	-5.587048	0.0482	"224274_at"	"FSCB"	"ENSG00000189139"	"gene"	"protein_coding"	"FSCB"	"GPL570"
"1553039_a_at"	0.5795269	0.266	-1.12312264	-5.588988	-0.0886	"1553039_a_at"	"ASB10"	"ENSG00000146926"	"gene"	"protein_coding"	"ASB10"	"GPL570"
"1570633_at"	0.5806389	0.267	1.12092517	-5.59134	0.0429	"1570633_at"	"AC035140.1"	"ENSG00000249085|ENST00000507957"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC035140.1|AC035140.1-201"	"GPL570"
"226701_at"	0.5803001	0.267	-1.12161201	-5.590605	-0.0548	"226701_at"	"GJA5"	"ENSG00000265107"	"gene"	"protein_coding"	"GJA5"	"GPL570"
"219959_at"	0.5803165	0.267	-1.12155444	-5.590667	-0.0592	"219959_at"	"MOCOS"	"ENSG00000075643"	"gene"	"protein_coding"	"MOCOS"	"GPL570"
"219434_at"	0.5796238	0.267	1.12284046	-5.58929	0.175	"219434_at"	"TREM1"	"ENST00000589695|ENSG00000124731"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"TREM1-205|TREM1"	"GPL570"
"237981_at"	0.5802491	0.267	1.12175411	-5.590453	0.0625	"237981_at"	"CMYA5"	"ENSG00000164309"	"gene"	"protein_coding"	"CMYA5"	"GPL570"
"231389_at"	0.5802491	0.267	1.12176743	-5.590439	0.0641	"231389_at"	"DNAAF6"	"ENSG00000080572"	"gene"	"protein_coding"	"DNAAF6"	"GPL570"
"235133_at"	0.5804937	0.267	1.12119984	-5.591046	0.0922	"235133_at"	"ZDHHC14"	"ENSG00000175048"	"gene"	"protein_coding"	"ZDHHC14"	"GPL570"
"205138_s_at"	0.5804937	0.267	1.12113408	-5.591117	0.0631	"205138_s_at"	"UST"	"ENST00000466695|ENSG00000111962"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"UST-202|UST"	"GPL570"
"207069_s_at"	0.5800583	0.267	-1.12213135	-5.59005	-0.0784	"207069_s_at"	"SMAD6"	"ENSG00000137834"	"gene"	"protein_coding"	"SMAD6"	"GPL570"
"235955_at"	0.5798305	0.267	-1.12253902	-5.589613	-0.0441	"235955_at"	"MARVELD2"	"ENSG00000152939"	"gene"	"protein_coding"	"MARVELD2"	"GPL570"
"231153_at"	0.580274	0.267	-1.12170171	-5.590509	-0.0542	"231153_at"	"C16orf86"	"ENSG00000159761|ENST00000459925"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"C16orf86|C16orf86-203"	"GPL570"
"208417_at"	0.5814355	0.268	1.11919916	-5.593185	0.0645	"208417_at"	"FGF6"	"ENSG00000111241"	"gene"	"protein_coding"	"FGF6"	"GPL570"
"244754_at"	0.5809872	0.268	-1.12021086	-5.592104	-0.0861	"244754_at"	"OGFRP1"	"ENST00000420096|ENSG00000182057|ENST00000609564|ENST00000332965"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"OGFRP1-203|OGFRP1|OGFRP1-205|OGFRP1-201"	"GPL570"
"235720_at"	0.5809459	0.268	-1.1203129	-5.591995	-0.128	"235720_at"	"CRIP3"	"ENSG00000146215"	"gene"	"protein_coding"	"CRIP3"	"GPL570"
"226996_at"	0.5816026	0.268	-1.11836615	-5.594074	-0.115	"226996_at"	"LCLAT1"	"ENSG00000172954"	"gene"	"protein_coding"	"LCLAT1"	"GPL570"
"232136_s_at"	0.5816026	0.268	1.11844187	-5.593993	0.0454	"232136_s_at"	"CTTNBP2"	"ENSG00000077063"	"gene"	"protein_coding"	"CTTNBP2"	"GPL570"
"203330_s_at"	0.5810747	0.268	-1.12003189	-5.592295	-0.0604	"203330_s_at"	"STX5"	"ENSG00000162236"	"gene"	"protein_coding"	"STX5"	"GPL570"
"222346_at"	0.581495	0.268	-1.11900825	-5.593388	-0.0637	"222346_at"	"LAMA1"	"ENST00000488089|ENSG00000101680|ENST00000488064|ENST00000579014"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|retained_intron|retained_intron"	"LAMA1-204|LAMA1|LAMA1-203|LAMA1-207"	"GPL570"
"240685_at"	0.5810955	0.268	1.1199089	-5.592426	0.0477	"240685_at"	"LINC01095"	"ENSG00000248809|ENST00000652711|ENST00000652178|ENST00000512063|ENST00000507726"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC01095|LINC01095-208|LINC01095-207|LINC01095-204|LINC01095-203"	"GPL570"
"1569784_at"	0.5816026	0.268	-1.11857176	-5.593854	-0.0497	"1569784_at"	"AC093909.4"	"ENSG00000250626|ENST00000659127|ENST00000514297"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC093909.4|AC093909.4-202|AC093909.4-201"	"GPL570"
"1569962_at"	0.5810747	0.268	-1.12002111	-5.592307	-0.0622	"1569962_at"	"KAZN"	"ENSG00000189337|ENST00000491547"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"KAZN|KAZN-206"	"GPL570"
"243622_at"	0.5816026	0.268	1.11858745	-5.593838	0.0714	"243622_at"	"AC027237.3"	"ENSG00000259426|ENST00000558617|ENST00000560539"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC027237.3|AC027237.3-201|AC027237.3-202"	"GPL570"
"235165_at"	0.5810955	0.268	1.11989757	-5.592439	0.145	"235165_at"	"PARD6B"	"ENSG00000124171"	"gene"	"protein_coding"	"PARD6B"	"GPL570"
"230090_at"	0.5816026	0.268	-1.11864123	-5.59378	-0.0686	"230090_at"	"GDNF"	"ENSG00000168621"	"gene"	"protein_coding"	"GDNF"	"GPL570"
"160020_at"	0.5807708	0.268	-1.12060476	-5.591683	-0.0522	"160020_at"	"MMP14"	"ENSG00000157227"	"gene"	"protein_coding"	"MMP14"	"GPL570"
"217861_s_at"	0.5816026	0.268	-1.1186688	-5.593751	-0.0553	"217861_s_at"	"PREB"	"ENSG00000138073|ENST00000468045"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"PREB|PREB-208"	"GPL570"
"231385_at"	0.5816026	0.268	-1.11848523	-5.593947	-0.036	"231385_at"	"DPPA3"	"ENSG00000187569"	"gene"	"protein_coding"	"DPPA3"	"GPL570"
"208696_at"	0.5816026	0.268	1.1183287	-5.594114	0.0527	"208696_at"	"CCT5"	"ENSG00000150753"	"gene"	"protein_coding"	"CCT5"	"GPL570"
"220736_at"	0.5814976	0.268	-1.11896863	-5.593431	-0.0538	"220736_at"	"SLC19A3"	"ENSG00000135917|ENST00000676066"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"SLC19A3|SLC19A3-215"	"GPL570"
"224307_x_at"	0.5817878	0.269	-1.11795662	-5.594511	-0.0777	"224307_x_at"	"MAGI3"	"ENSG00000081026"	"gene"	"protein_coding"	"MAGI3"	"GPL570"
"223902_at"	0.5821508	0.269	1.11705938	-5.595467	0.0772	"223902_at"	"AF106564.1"	"ENSG00000272163|ENST00000607058"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AF106564.1|AF106564.1-201"	"GPL570"
"1562630_at"	0.5816141	0.269	-1.11827398	-5.594172	-0.0688	"1562630_at"	"AC026746.1"	"ENSG00000248529|ENST00000505623"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC026746.1|AC026746.1-201"	"GPL570"
"228848_at"	0.5825615	0.269	1.11617916	-5.596405	0.118	"228848_at"	"ABTB1"	"ENST00000491633|ENST00000478298|ENST00000474129|ENSG00000114626|ENST00000464431"	"lnc_RNA|lnc_RNA|lnc_RNA|gene|lnc_RNA"	"processed_transcript|retained_intron|retained_intron|protein_coding|retained_intron"	"ABTB1-213|ABTB1-210|ABTB1-207|ABTB1|ABTB1-203"	"GPL570"
"1562582_at"	0.5825774	0.269	-1.11604027	-5.596553	-0.0464	"1562582_at"	"TPTE2P1"	"ENST00000434100"	"lnc_RNA"	"processed_transcript"	"TPTE2P1-203"	"GPL570"
"208545_x_at"	0.5820601	0.269	-1.11721753	-5.595299	-0.0704	"208545_x_at"	"TAF4"	"ENST00000608458|ENSG00000130699|ENST00000436129"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|retained_intron"	"TAF4-206|TAF4|TAF4-202"	"GPL570"
"1564031_a_at"	0.5822121	0.269	-1.11681638	-5.595726	-0.0533	"1564031_a_at"	"RELL2"	"ENSG00000164620|ENST00000520674|ENST00000518025"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|processed_transcript"	"RELL2|RELL2-206|RELL2-204"	"GPL570"
"1563341_at"	0.5825865	0.269	-1.11596422	-5.596634	-0.0611	"1563341_at"	"AC004039.1"	"ENSG00000230612|ENST00000431165|ENST00000628061"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC004039.1|AC004039.1-201|AC004039.1-204"	"GPL570"
"217258_x_at"	0.5820601	0.269	1.11724407	-5.59527	0.176	"217258_x_at"	"IGLV1"	"ENSG00000211653"	"gene"	"IG_V_gene"	"IGLV1-40"	"GPL570"
"1557900_at"	0.5820239	0.269	1.11739902	-5.595105	0.0578	"1557900_at"	"SIM2"	"ENSG00000159263|ENST00000481185"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"SIM2|SIM2-204"	"GPL570"
"201434_at"	0.5819053	0.269	1.11763914	-5.594849	0.044	"201434_at"	"TTC1"	"ENSG00000113312|ENST00000522073"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"TTC1|TTC1-204"	"GPL570"
"241200_x_at"	0.5822121	0.269	1.11683565	-5.595706	0.0377	"241200_x_at"	"C4BPB"	"ENSG00000123843"	"gene"	"protein_coding"	"C4BPB"	"GPL570"
"243975_at"	0.5817917	0.269	-1.11790406	-5.594567	-0.0496	"243975_at"	"AC099684.1"	"ENSG00000228133|ENST00000670164|ENST00000425277"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC099684.1|AC099684.1-202|AC099684.1-203"	"GPL570"
"222834_s_at"	0.5822121	0.269	1.11685604	-5.595684	0.0762	"222834_s_at"	"GNG12"	"ENSG00000172380"	"gene"	"protein_coding"	"GNG12"	"GPL570"
"227561_at"	0.5819178	0.269	1.11759032	-5.594901	0.0622	"227561_at"	"DDR2"	"ENSG00000162733"	"gene"	"protein_coding"	"DDR2"	"GPL570"
"219832_s_at"	0.5820737	0.269	1.11716859	-5.595351	0.0932	"219832_s_at"	"HOXC13"	"ENSG00000123364"	"gene"	"protein_coding"	"HOXC13"	"GPL570"
"218078_s_at"	0.5822121	0.269	1.1169455	-5.595589	0.0631	"218078_s_at"	"ZDHHC3"	"ENSG00000163812"	"gene"	"protein_coding"	"ZDHHC3"	"GPL570"
"205832_at"	0.5817878	0.269	-1.11798647	-5.594479	-0.0783	"205832_at"	"CPA4"	"ENSG00000128510"	"gene"	"protein_coding"	"CPA4"	"GPL570"
"1561679_at"	0.5822121	0.269	1.11686883	-5.59567	0.0555	"1561679_at"	"AC093426.1"	"ENSG00000259776|ENST00000561926"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC093426.1|AC093426.1-201"	"GPL570"
"231668_x_at"	0.5817112	0.269	-1.11812138	-5.594335	-0.0404	"231668_x_at"	"IGHG2"	"ENSG00000211893|ENST00000641095|ENST00000390545"	"gene|C_gene_segment|C_gene_segment"	"IG_C_gene|IG_C_gene|IG_C_gene"	"IGHG2|IGHG2-202|IGHG2-201"	"GPL570"
"229580_at"	0.5825774	0.269	1.11604035	-5.596553	0.0537	"229580_at"	"CLSTN2"	"ENSG00000158258"	"gene"	"protein_coding"	"CLSTN2"	"GPL570"
"242996_at"	0.58244	0.269	1.11647567	-5.596089	0.103	"242996_at"	"MTRF1"	"ENSG00000120662"	"gene"	"protein_coding"	"MTRF1"	"GPL570"
"219473_at"	0.5832279	0.27	1.1148376	-5.597833	0.0782	"219473_at"	"GDAP2"	"ENSG00000196505"	"gene"	"protein_coding"	"GDAP2"	"GPL570"
"209182_s_at"	0.58291	0.27	1.11535105	-5.597287	0.0795	"209182_s_at"	"DEPP1"	"ENSG00000165507|ENST00000496638"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"DEPP1|DEPP1-203"	"GPL570"
"217645_at"	0.5834843	0.27	1.11412171	-5.598595	0.104	"217645_at"	"COX16"	"ENSG00000133983"	"gene"	"protein_coding"	"COX16"	"GPL570"
"213599_at"	0.58291	0.27	1.11535659	-5.597281	0.0853	"213599_at"	"OIP5"	"ENSG00000104147"	"gene"	"protein_coding"	"OIP5"	"GPL570"
"230964_at"	0.5833682	0.27	-1.11447447	-5.598219	-0.0476	"230964_at"	"FREM2"	"ENSG00000150893"	"gene"	"protein_coding"	"FREM2"	"GPL570"
"237446_at"	0.5828593	0.27	-1.1154566	-5.597175	-0.0518	"237446_at"	"LINC01725"	"ENSG00000233008|ENST00000417975|ENST00000670031"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"LINC01725|LINC01725-203|LINC01725-208"	"GPL570"
"226241_s_at"	0.583371	0.27	1.11437087	-5.59833	0.0909	"226241_s_at"	"MRPL52"	"ENSG00000172590|ENST00000556654"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"MRPL52|MRPL52-214"	"GPL570"
"236377_at"	0.583393	0.27	1.11430548	-5.598399	0.0737	"236377_at"	"TMEM132D"	"ENSG00000151952"	"gene"	"protein_coding"	"TMEM132D"	"GPL570"
"222206_s_at"	0.5834768	0.27	-1.11415507	-5.598559	-0.105	"222206_s_at"	"NCLN"	"ENST00000591062|ENSG00000125912"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"NCLN-206|NCLN"	"GPL570"
"217471_at"	0.5828032	0.27	1.11566865	-5.596949	0.0639	"217471_at"	"LINC01482"	"ENST00000585484|ENSG00000267659|ENST00000587999|ENST00000589610"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"LINC01482-201|LINC01482|LINC01482-202|LINC01482-203"	"GPL570"
"211819_s_at"	0.5828593	0.27	1.11546193	-5.597169	0.0786	"211819_s_at"	"SORBS1"	"ENSG00000095637"	"gene"	"protein_coding"	"SORBS1"	"GPL570"
"207248_at"	0.5832279	0.27	-1.11482073	-5.597851	-0.0534	"207248_at"	"KCNA4"	"ENSG00000182255"	"gene"	"protein_coding"	"KCNA4"	"GPL570"
"216305_s_at"	0.5828593	0.27	1.11550542	-5.597123	0.123	"216305_s_at"	"GCFC2"	"ENSG00000005436|ENST00000470197"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"GCFC2|GCFC2-205"	"GPL570"
