""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"ILMN_1683492"	0.91010477	0.447	-0.7693016	-5.839	-0.0238	"ILMN_1683492"	"SLC52A1"	"ENST00000573674|ENST00000575919|ENSG00000132517"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"SLC52A1-204|SLC52A1-205|SLC52A1"	"GPL6102"
"ILMN_1818362"	0.91020173	0.447	0.7690926	-5.83916	0.0251	"ILMN_1818362"	"AC004930.1"	"ENSG00000241324|ENST00000470677"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC004930.1|AC004930.1-201"	"GPL6102"
"ILMN_1721027"	0.91003621	0.447	0.7699792	-5.8385	0.0229	"ILMN_1721027"	"KCNK4"	"ENSG00000182450|ENST00000536690|ENSG00000257069|ENST00000539086"	"gene|lnc_RNA|ncRNA_gene|lnc_RNA"	"protein_coding|retained_intron|lncRNA|lncRNA"	"KCNK4|KCNK4-204|KCNK4-TEX40|KCNK4-TEX40-201"	"GPL6102"
"ILMN_1679822"	0.91003621	0.447	-0.7698033	-5.83863	-0.0248	"ILMN_1679822"	"MBD3L1"	"ENSG00000170948"	"gene"	"protein_coding"	"MBD3L1"	"GPL6102"
"ILMN_1669352"	0.91003621	0.447	0.7695586	-5.83881	0.0236	"ILMN_1669352"	"LY6G6C"	"ENSG00000204421"	"gene"	"protein_coding"	"LY6G6C"	"GPL6102"
"ILMN_1718248"	0.91020173	0.447	0.7691442	-5.83912	0.0246	"ILMN_1718248"	"CFHR5"	"ENSG00000134389"	"gene"	"protein_coding"	"CFHR5"	"GPL6102"
"ILMN_1692390"	0.91003621	0.447	-0.7698603	-5.83859	-0.0344	"ILMN_1692390"	"CCNT1"	"ENSG00000129315"	"gene"	"protein_coding"	"CCNT1"	"GPL6102"
"ILMN_1660815"	0.91020479	0.447	0.7687908	-5.83938	0.0204	"ILMN_1660815"	"CAB39L"	"ENST00000476943|ENSG00000102547"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"CAB39L-211|CAB39L"	"GPL6102"
"ILMN_1700439"	0.91020479	0.447	0.7687134	-5.83944	0.178	"ILMN_1700439"	"OR2T35"	"ENSG00000177151"	"gene"	"protein_coding"	"OR2T35"	"GPL6102"
"ILMN_1709634"	0.91020479	0.447	0.7689987	-5.83923	0.0591	"ILMN_1709634"	"CMBL"	"ENST00000503834|ENSG00000164237"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"CMBL-202|CMBL"	"GPL6102"
"ILMN_1712452"	0.91003621	0.447	-0.7697065	-5.8387	-0.0707	"ILMN_1712452"	"KIF20B"	"ENSG00000138182|ENST00000478929"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"KIF20B|KIF20B-204"	"GPL6102"
"ILMN_1750404"	0.91020479	0.447	0.7689218	-5.83928	0.0227	"ILMN_1750404"	"TEFM"	"ENSG00000172171"	"gene"	"protein_coding"	"TEFM"	"GPL6102"
"ILMN_1673773"	0.91020479	0.447	0.7686831	-5.83946	0.0256	"ILMN_1673773"	"GALNT18"	"ENSG00000110328"	"gene"	"protein_coding"	"GALNT18"	"GPL6102"
"ILMN_1747596"	0.91003621	0.447	-0.7700305	-5.83846	-0.0253	"ILMN_1747596"	"PCDHB11"	"ENSG00000197479"	"gene"	"protein_coding"	"PCDHB11"	"GPL6102"
"ILMN_1742444"	0.91003621	0.447	0.7699801	-5.8385	0.0218	"ILMN_1742444"	"UGT2B10"	"ENSG00000109181"	"gene"	"protein_coding"	"UGT2B10"	"GPL6102"
"ILMN_1754507"	0.91003621	0.447	0.7699526	-5.83852	0.0273	"ILMN_1754507"	"IRF4"	"ENSG00000137265"	"gene"	"protein_coding"	"IRF4"	"GPL6102"
"ILMN_1695533"	0.91009385	0.447	0.7694065	-5.83892	0.0281	"ILMN_1695533"	"OR10AG1"	"ENSG00000174970"	"gene"	"protein_coding"	"OR10AG1"	"GPL6102"
"ILMN_1818902"	0.91020479	0.447	-0.7686742	-5.83947	-0.033	"ILMN_1818902"	"C1QTNF7"	"ENSG00000249252|ENST00000502344|ENST00000513384"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"C1QTNF7-AS1|C1QTNF7-AS1-201|C1QTNF7-AS1-202"	"GPL6102"
"ILMN_1880172"	0.91003621	0.447	0.7698948	-5.83856	0.0281	"ILMN_1880172"	"AP002856.4"	"ENSG00000237612|ENST00000441638"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AP002856.4|AP002856.4-201"	"GPL6102"
"ILMN_1713638"	0.91003621	0.447	0.7701745	-5.83836	0.0244	"ILMN_1713638"	"NIPAL4"	"ENSG00000172548"	"gene"	"protein_coding"	"NIPAL4"	"GPL6102"
"ILMN_1776571"	0.91021613	0.447	0.7685063	-5.83959	0.0234	"ILMN_1776571"	"TAF11L5"	"ENSG00000284234"	"gene"	"protein_coding"	"TAF11L5"	"GPL6102"
"ILMN_1860117"	0.91081228	0.448	-0.766944	-5.84075	-0.0295	"ILMN_1860117"	"AP001631.1"	"ENSG00000228120|ENST00000433840"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AP001631.1|AP001631.1-201"	"GPL6102"
"ILMN_1675898"	0.91081228	0.448	0.7668262	-5.84084	0.0255	"ILMN_1675898"	"SH3BP5"	"ENSG00000131370|ENST00000465894"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"SH3BP5|SH3BP5-209"	"GPL6102"
"ILMN_1662165"	0.91036858	0.448	-0.7680913	-5.8399	-0.0259	"ILMN_1662165"	"ZNF862"	"ENST00000489820|ENSG00000106479"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"ZNF862-206|ZNF862"	"GPL6102"
"ILMN_1898623"	0.91046498	0.448	0.7676537	-5.84022	0.0229	"ILMN_1898623"	"AC092819.1"	"ENSG00000253281|ENST00000519981"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC092819.1|AC092819.1-201"	"GPL6102"
"ILMN_1800874"	0.91074728	0.448	-0.7670737	-5.84065	-0.0294	"ILMN_1800874"	"MRO"	"ENSG00000134042"	"gene"	"protein_coding"	"MRO"	"GPL6102"
"ILMN_1765649"	0.91046498	0.448	0.7678328	-5.84009	0.0626	"ILMN_1765649"	"IRF3"	"ENSG00000126456|ENST00000599680|ENST00000596644"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|retained_intron"	"IRF3|IRF3-224|IRF3-211"	"GPL6102"
"ILMN_1693879"	0.91031206	0.448	0.7683536	-5.83971	0.0215	"ILMN_1693879"	"RANBP3L"	"ENSG00000164188"	"gene"	"protein_coding"	"RANBP3L"	"GPL6102"
"ILMN_1697800"	0.91046498	0.448	0.7676676	-5.84021	0.0317	"ILMN_1697800"	"C16orf86"	"ENSG00000159761|ENST00000459925"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"C16orf86|C16orf86-203"	"GPL6102"
"ILMN_1658109"	0.91046498	0.448	-0.7677888	-5.84012	-0.0289	"ILMN_1658109"	"ADCY10P1"	"ENST00000567255"	"lnc_RNA"	"processed_transcript"	"ADCY10P1-203"	"GPL6102"
"ILMN_1668943"	0.91046498	0.448	0.7676277	-5.84024	0.0221	"ILMN_1668943"	"TMEM106B"	"ENSG00000106460"	"gene"	"protein_coding"	"TMEM106B"	"GPL6102"
"ILMN_1663397"	0.91081228	0.448	0.7668882	-5.84079	0.0232	"ILMN_1663397"	"CAMK2B"	"ENST00000466584|ENST00000489429|ENSG00000058404|ENST00000497584"	"lnc_RNA|lnc_RNA|gene|lnc_RNA"	"retained_intron|processed_transcript|protein_coding|processed_transcript"	"CAMK2B-219|CAMK2B-222|CAMK2B|CAMK2B-225"	"GPL6102"
"ILMN_1831751"	0.91074728	0.448	-0.767157	-5.84059	-0.0302	"ILMN_1831751"	"PDZRN4"	"ENSG00000165966"	"gene"	"protein_coding"	"PDZRN4"	"GPL6102"
"ILMN_1706818"	0.91081228	0.448	-0.7668475	-5.84082	-0.0295	"ILMN_1706818"	"THADA"	"ENST00000469323|ENSG00000115970|ENST00000485353"	"lnc_RNA|gene|lnc_RNA"	"processed_transcript|protein_coding|processed_transcript"	"THADA-213|THADA|THADA-217"	"GPL6102"
"ILMN_1808272"	0.91105326	0.449	0.7664008	-5.84115	0.15	"ILMN_1808272"	"KCNJ10"	"ENSG00000177807|ENST00000636689"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"KCNJ10|KCNJ10-202"	"GPL6102"
"ILMN_1812867"	0.91110001	0.449	-0.7657238	-5.84165	-0.032	"ILMN_1812867"	"AADACL3"	"ENSG00000188984|ENST00000620146"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"AADACL3|AADACL3-202"	"GPL6102"
"ILMN_1730304"	0.91086488	0.449	-0.7666227	-5.84099	-0.0238	"ILMN_1730304"	"ALG10"	"ENSG00000139133"	"gene"	"protein_coding"	"ALG10"	"GPL6102"
"ILMN_1811285"	0.91110001	0.449	-0.7655984	-5.84174	-0.0325	"ILMN_1811285"	"MIIP"	"ENST00000460823|ENSG00000116691|ENST00000478749|ENST00000466860|ENST00000498685"	"lnc_RNA|gene|lnc_RNA|lnc_RNA|lnc_RNA"	"processed_transcript|protein_coding|processed_transcript|processed_transcript|processed_transcript"	"MIIP-202|MIIP|MIIP-205|MIIP-203|MIIP-207"	"GPL6102"
"ILMN_1697179"	0.91110001	0.449	-0.7651151	-5.8421	-0.0187	"ILMN_1697179"	"NDRG4"	"ENSG00000103034"	"gene"	"protein_coding"	"NDRG4"	"GPL6102"
"ILMN_1658144"	0.91086488	0.449	0.7666547	-5.84096	0.054	"ILMN_1658144"	"TRIP11"	"ENSG00000100815"	"gene"	"protein_coding"	"TRIP11"	"GPL6102"
"ILMN_1793123"	0.91110001	0.449	0.7655288	-5.84179	0.0282	"ILMN_1793123"	"DCST2"	"ENSG00000163354|ENST00000368423"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"DCST2|DCST2-201"	"GPL6102"
"ILMN_1679690"	0.91110001	0.449	-0.7657503	-5.84163	-0.0229	"ILMN_1679690"	"IMPG2"	"ENSG00000081148"	"gene"	"protein_coding"	"IMPG2"	"GPL6102"
"ILMN_1743526"	0.91106129	0.449	-0.7663447	-5.84119	-0.0222	"ILMN_1743526"	"LINC02770"	"ENSG00000228215|ENST00000430776"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC02770|LINC02770-201"	"GPL6102"
"ILMN_1711126"	0.91083438	0.449	-0.7667758	-5.84087	-0.0203	"ILMN_1711126"	"SERPINB12"	"ENST00000680447|ENSG00000166634"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"SERPINB12-203|SERPINB12"	"GPL6102"
"ILMN_1678150"	0.91110001	0.449	-0.7656775	-5.84168	-0.0215	"ILMN_1678150"	"OR6S1"	"ENSG00000181803"	"gene"	"protein_coding"	"OR6S1"	"GPL6102"
"ILMN_1699636"	0.91110001	0.449	-0.7652755	-5.84198	-0.051	"ILMN_1699636"	"ACIN1"	"ENSG00000100813"	"gene"	"protein_coding"	"ACIN1"	"GPL6102"
"ILMN_1709423"	0.91110001	0.449	-0.7655023	-5.84181	-0.0222	"ILMN_1709423"	"LCE1C"	"ENSG00000197084"	"gene"	"protein_coding"	"LCE1C"	"GPL6102"
"ILMN_1658149"	0.91110001	0.449	0.7652555	-5.84199	0.0687	"ILMN_1658149"	"ZMYND11"	"ENSG00000015171"	"gene"	"protein_coding"	"ZMYND11"	"GPL6102"
"ILMN_1661156"	0.91110001	0.449	-0.7653715	-5.84191	-0.0208	"ILMN_1661156"	"USP31"	"ENSG00000103404"	"gene"	"protein_coding"	"USP31"	"GPL6102"
"ILMN_1797946"	0.91110001	0.449	0.7659158	-5.84151	0.0593	"ILMN_1797946"	"INSIG2"	"ENSG00000125629|ENST00000471186|ENST00000485520"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|processed_transcript"	"INSIG2|INSIG2-204|INSIG2-206"	"GPL6102"
"ILMN_1721170"	0.91110001	0.449	0.7660202	-5.84143	0.028	"ILMN_1721170"	"GREB1"	"ENSG00000196208"	"gene"	"protein_coding"	"GREB1"	"GPL6102"
"ILMN_1725410"	0.91110001	0.449	-0.7651864	-5.84205	-0.0588	"ILMN_1725410"	"GUCY2D"	"ENSG00000132518"	"gene"	"protein_coding"	"GUCY2D"	"GPL6102"
"ILMN_1776643"	0.91110001	0.449	-0.7653571	-5.84192	-0.0351	"ILMN_1776643"	"HAGHL"	"ENSG00000103253|ENST00000567696|ENST00000389701|ENST00000647875|ENST00000563156"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|processed_transcript|processed_transcript"	"HAGHL|HAGHL-215|HAGHL-202|HAGHL-220|HAGHL-210"	"GPL6102"
"ILMN_1769931"	0.91110001	0.449	0.7654654	-5.84184	0.033	"ILMN_1769931"	"SFPQ"	"ENSG00000116560"	"gene"	"protein_coding"	"SFPQ"	"GPL6102"
"ILMN_1766000"	0.91110001	0.449	-0.7654385	-5.84186	-0.0268	"ILMN_1766000"	"PM20D2"	"ENSG00000146281"	"gene"	"protein_coding"	"PM20D2"	"GPL6102"
"ILMN_1665998"	0.91110001	0.449	-0.7652263	-5.84202	-0.0279	"ILMN_1665998"	"HS3ST4"	"ENSG00000182601"	"gene"	"protein_coding"	"HS3ST4"	"GPL6102"
"ILMN_1782753"	0.91110001	0.449	-0.7653762	-5.84191	-0.0563	"ILMN_1782753"	"AC025171.2"	"ENSG00000215068|ENST00000451894|ENST00000657793|ENST00000658237|ENST00000399543|ENST00000508913|ENST00000515108|ENST00000669102"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|retained_intron|retained_intron|retained_intron|lncRNA"	"AC025171.2|AC025171.2-201|AC025171.2-203|AC025171.2-204|AC025171.2-206|AC025171.2-207|AC025171.2-208|AC025171.2-209"	"GPL6102"
"ILMN_1830608"	0.91110001	0.45	0.7649862	-5.84219	0.0268	"ILMN_1830608"	"AP001043.1"	"ENSG00000229925|ENST00000434589"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AP001043.1|AP001043.1-201"	"GPL6102"
"ILMN_1777233"	0.9111336	0.45	0.7642803	-5.84271	0.243	"ILMN_1777233"	"E2F2"	"ENSG00000007968"	"gene"	"protein_coding"	"E2F2"	"GPL6102"
"ILMN_1683824"	0.91116921	0.45	0.763934	-5.84297	0.0294	"ILMN_1683824"	"ANO7"	"ENSG00000146205|ENST00000487192|ENST00000481071|ENST00000459928"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron"	"ANO7|ANO7-209|ANO7-208|ANO7-205"	"GPL6102"
"ILMN_1685916"	0.91110001	0.45	0.764798	-5.84233	0.0303	"ILMN_1685916"	"KIF2C"	"ENSG00000142945"	"gene"	"protein_coding"	"KIF2C"	"GPL6102"
"ILMN_1804277"	0.91116921	0.45	0.7640226	-5.8429	0.0512	"ILMN_1804277"	"SPRED1"	"ENSG00000166068"	"gene"	"protein_coding"	"SPRED1"	"GPL6102"
"ILMN_1731293"	0.91110001	0.45	-0.7647705	-5.84235	-0.0305	"ILMN_1731293"	"C8B"	"ENST00000465658|ENSG00000021852"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"C8B-202|C8B"	"GPL6102"
"ILMN_1704024"	0.91116921	0.45	0.7640091	-5.84291	0.0897	"ILMN_1704024"	"TMEM160"	"ENSG00000130748"	"gene"	"protein_coding"	"TMEM160"	"GPL6102"
"ILMN_1692169"	0.91118747	0.45	0.7636067	-5.84321	0.0183	"ILMN_1692169"	"NAA20"	"ENSG00000173418|ENST00000484480|ENST00000463154|ENST00000480550|ENST00000481837"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|processed_transcript|processed_transcript|retained_intron"	"NAA20|NAA20-207|NAA20-204|NAA20-205|NAA20-206"	"GPL6102"
"ILMN_1737163"	0.91110001	0.45	0.7648628	-5.84228	0.0869	"ILMN_1737163"	"SH3BGRL3"	"ENSG00000142669"	"gene"	"protein_coding"	"SH3BGRL3"	"GPL6102"
"ILMN_1790909"	0.91110001	0.45	0.7643953	-5.84263	0.116	"ILMN_1790909"	"NFE2L2"	"ENSG00000116044"	"gene"	"protein_coding"	"NFE2L2"	"GPL6102"
"ILMN_1675365"	0.91110001	0.45	-0.7650778	-5.84213	-0.0572	"ILMN_1675365"	"LARP4"	"ENSG00000161813"	"gene"	"protein_coding"	"LARP4"	"GPL6102"
"ILMN_1683974"	0.91118747	0.45	-0.763421	-5.84335	-0.0263	"ILMN_1683974"	"TRIM6"	"ENSG00000121236|ENST00000511284"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"TRIM6|TRIM6-210"	"GPL6102"
"ILMN_1730047"	0.91118747	0.45	0.7637458	-5.84311	0.0251	"ILMN_1730047"	"INSYN2A"	"ENSG00000188916"	"gene"	"protein_coding"	"INSYN2A"	"GPL6102"
"ILMN_1730223"	0.91110001	0.45	-0.7649401	-5.84223	-0.0262	"ILMN_1730223"	"RNF39"	"ENSG00000204618"	"gene"	"protein_coding"	"RNF39"	"GPL6102"
"ILMN_1712386"	0.91110001	0.45	0.7643752	-5.84264	0.0377	"ILMN_1712386"	"MIS18A"	"ENSG00000159055"	"gene"	"protein_coding"	"MIS18A"	"GPL6102"
"ILMN_1815154"	0.91110001	0.45	0.764805	-5.84233	0.0261	"ILMN_1815154"	"MYH10"	"ENSG00000133026"	"gene"	"protein_coding"	"MYH10"	"GPL6102"
"ILMN_1707292"	0.91110001	0.45	0.7646247	-5.84246	0.0257	"ILMN_1707292"	"C17orf67"	"ENST00000570754|ENSG00000214226"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"C17orf67-203|C17orf67"	"GPL6102"
"ILMN_1653494"	0.91110001	0.45	-0.764738	-5.84238	-0.0263	"ILMN_1653494"	"S100A1"	"ENSG00000160678|ENST00000469893"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"S100A1|S100A1-205"	"GPL6102"
"ILMN_1905527"	0.9111826	0.45	0.763872	-5.84301	0.0269	"ILMN_1905527"	"AC034231.1"	"ENSG00000249572|ENST00000507251"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC034231.1|AC034231.1-201"	"GPL6102"
"ILMN_1768394"	0.91116921	0.45	-0.7640214	-5.8429	-0.324	"ILMN_1768394"	"ARPC5"	"ENSG00000162704|ENST00000462965"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"ARPC5|ARPC5-204"	"GPL6102"
"ILMN_1707548"	0.91116921	0.45	-0.7640181	-5.84291	-0.0244	"ILMN_1707548"	"RAD18"	"ENSG00000070950"	"gene"	"protein_coding"	"RAD18"	"GPL6102"
"ILMN_1730809"	0.91129139	0.451	0.761884	-5.84448	0.0412	"ILMN_1730809"	"SLC29A2"	"ENSG00000174669"	"gene"	"protein_coding"	"SLC29A2"	"GPL6102"
"ILMN_1746670"	0.91129139	0.451	-0.7617236	-5.84459	-0.0237	"ILMN_1746670"	"DYNAP"	"ENSG00000178690"	"gene"	"protein_coding"	"DYNAP"	"GPL6102"
"ILMN_1679725"	0.91118747	0.451	0.7631921	-5.84351	0.049	"ILMN_1679725"	"PCYOX1"	"ENSG00000116005"	"gene"	"protein_coding"	"PCYOX1"	"GPL6102"
"ILMN_1719963"	0.91129139	0.451	-0.7618909	-5.84447	-0.0224	"ILMN_1719963"	"CPS1"	"ENSG00000280837|ENST00000628368|ENSG00000021826|ENST00000674074"	"ncRNA_gene|lnc_RNA|gene|lnc_RNA"	"lncRNA|lncRNA|protein_coding|processed_transcript"	"CPS1-IT1|CPS1-IT1-201|CPS1|CPS1-216"	"GPL6102"
"ILMN_1705364"	0.91129139	0.451	0.7622499	-5.84421	0.118	"ILMN_1705364"	"BAG6"	"ENSG00000204463|ENST00000464869|ENST00000464126|ENST00000441793|ENST00000462875|ENST00000678272"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|processed_transcript|retained_intron|retained_intron|retained_intron"	"BAG6|BAG6-259|BAG6-258|BAG6-249|BAG6-257|BAG6-265"	"GPL6102"
"ILMN_1834918"	0.91129139	0.451	0.7618667	-5.84449	0.0257	"ILMN_1834918"	"LINC00968"	"ENSG00000246430|ENST00000519144|ENST00000499425|ENST00000665904|ENST00000523786|ENST00000521483|ENST00000523664|ENST00000524338|ENST00000518943"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC00968|LINC00968-203|LINC00968-201|LINC00968-209|LINC00968-206|LINC00968-204|LINC00968-205|LINC00968-207|LINC00968-202"	"GPL6102"
"ILMN_1685056"	0.91119081	0.451	0.7631336	-5.84356	0.0241	"ILMN_1685056"	"FLRT1"	"ENSG00000126500"	"gene"	"protein_coding"	"FLRT1"	"GPL6102"
"ILMN_1723058"	0.91129139	0.451	-0.7627501	-5.84384	-0.0341	"ILMN_1723058"	"CLIP1"	"ENST00000541410|ENSG00000130779"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"CLIP1-216|CLIP1"	"GPL6102"
"ILMN_1808220"	0.91119215	0.451	0.7631006	-5.84358	0.0178	"ILMN_1808220"	"LCE3E"	"ENSG00000185966"	"gene"	"protein_coding"	"LCE3E"	"GPL6102"
"ILMN_1819254"	0.91129139	0.451	-0.7622478	-5.84421	-0.022	"ILMN_1819254"	"AC020765.6"	"ENSG00000288656"	"gene"	"protein_coding"	"AC020765.6"	"GPL6102"
"ILMN_1722316"	0.91129139	0.451	-0.7628104	-5.8438	-0.0248	"ILMN_1722316"	"ADGRA3"	"ENSG00000152990"	"gene"	"protein_coding"	"ADGRA3"	"GPL6102"
"ILMN_1852041"	0.91129139	0.451	0.7622298	-5.84422	0.0217	"ILMN_1852041"	"DHX33"	"ENSG00000262099|ENST00000571506"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"DHX33-DT|DHX33-DT-201"	"GPL6102"
"ILMN_1677859"	0.91129139	0.451	0.7626466	-5.84392	0.0244	"ILMN_1677859"	"CCDC105"	"ENSG00000160994"	"gene"	"protein_coding"	"CCDC105"	"GPL6102"
"ILMN_1776480"	0.91118747	0.451	-0.7632477	-5.84347	-0.0226	"ILMN_1776480"	"HINFP"	"ENST00000527206|ENSG00000172273|ENST00000529354|ENST00000531360|ENST00000527354"	"lnc_RNA|gene|lnc_RNA|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|retained_intron|retained_intron|processed_transcript"	"HINFP-202|HINFP|HINFP-206|HINFP-212|HINFP-203"	"GPL6102"
"ILMN_1747195"	0.91129139	0.451	-0.7618071	-5.84453	-0.157	"ILMN_1747195"	"PSMB8"	"ENSG00000204264|ENST00000490613|ENST00000650411"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"PSMB8|PSMB8-205|PSMB8-206"	"GPL6102"
"ILMN_1872198"	0.91118747	0.451	-0.763207	-5.8435	-0.0276	"ILMN_1872198"	"AC005906.2"	"ENST00000541095|ENSG00000256654|ENST00000640877|ENST00000638821|ENST00000640962"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"AC005906.2-204|AC005906.2|AC005906.2-201|AC005906.2-202|AC005906.2-203"	"GPL6102"
"ILMN_1809256"	0.91129139	0.451	-0.7617693	-5.84456	-0.101	"ILMN_1809256"	"SLC2A1"	"ENSG00000117394"	"gene"	"protein_coding"	"SLC2A1"	"GPL6102"
"ILMN_1774742"	0.91129139	0.451	-0.7617941	-5.84454	-0.0249	"ILMN_1774742"	"MTTP"	"ENSG00000138823"	"gene"	"protein_coding"	"MTTP"	"GPL6102"
"ILMN_1674710"	0.91129139	0.451	-0.7617005	-5.84461	-0.0213	"ILMN_1674710"	"LINC00992"	"ENST00000504107|ENSG00000248663|ENST00000514186"	"lnc_RNA|ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"LINC00992-201|LINC00992|LINC00992-202"	"GPL6102"
"ILMN_1670957"	0.91118747	0.451	-0.7633512	-5.8434	-0.0276	"ILMN_1670957"	"LGALS8"	"ENSG00000223776|ENST00000487567|ENST00000493812"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"LGALS8-AS1|LGALS8-AS1-201|LGALS8-AS1-202"	"GPL6102"
"ILMN_1651624"	0.91129139	0.451	-0.7625245	-5.84401	-0.0372	"ILMN_1651624"	"C6orf201"	"ENST00000643110|ENST00000427996|ENST00000436110"	"lnc_RNA|lnc_RNA|lnc_RNA"	"processed_transcript|processed_transcript|processed_transcript"	"C6orf201-208|C6orf201-202|C6orf201-203"	"GPL6102"
"ILMN_1725554"	0.91129139	0.452	0.7616561	-5.84464	0.023	"ILMN_1725554"	"DNAJC5G"	"ENSG00000163793"	"gene"	"protein_coding"	"DNAJC5G"	"GPL6102"
"ILMN_1651563"	0.91129139	0.452	0.761605	-5.84468	0.0192	"ILMN_1651563"	"MYO15B"	"ENSG00000266714"	"gene"	"protein_coding"	"MYO15B"	"GPL6102"
"ILMN_1860194"	0.91158919	0.452	-0.7601566	-5.84574	-0.0354	"ILMN_1860194"	"LINC01256"	"ENSG00000251398|ENST00000667267|ENST00000513270"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"LINC01256|LINC01256-202|LINC01256-201"	"GPL6102"
"ILMN_1753329"	0.91137119	0.452	0.7607226	-5.84533	0.0255	"ILMN_1753329"	"PTCH2"	"ENSG00000117425"	"gene"	"protein_coding"	"PTCH2"	"GPL6102"
"ILMN_1719123"	0.91137119	0.452	-0.7606626	-5.84537	-0.026	"ILMN_1719123"	"CRX"	"ENSG00000105392"	"gene"	"protein_coding"	"CRX"	"GPL6102"
"ILMN_1854486"	0.91129139	0.452	-0.7614032	-5.84483	-0.028	"ILMN_1854486"	"LINC01483"	"ENSG00000227517|ENST00000591334|ENST00000588185"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"LINC01483|LINC01483-205|LINC01483-203"	"GPL6102"
"ILMN_1801605"	0.91129139	0.452	-0.7615503	-5.84472	-0.0817	"ILMN_1801605"	"BIRC6"	"ENST00000471232|ENSG00000115760"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"BIRC6-209|BIRC6"	"GPL6102"
"ILMN_1656527"	0.91129139	0.452	-0.7610348	-5.8451	-0.0254	"ILMN_1656527"	"C14orf39"	"ENSG00000179008"	"gene"	"protein_coding"	"C14orf39"	"GPL6102"
"ILMN_1669928"	0.91155141	0.452	-0.7604792	-5.84551	-0.0159	"ILMN_1669928"	"ARHGEF16"	"ENSG00000130762|ENST00000485984"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"ARHGEF16|ARHGEF16-207"	"GPL6102"
"ILMN_1807968"	0.91158919	0.452	-0.7603662	-5.84559	-0.0292	"ILMN_1807968"	"RPS6KA6"	"ENSG00000072133"	"gene"	"protein_coding"	"RPS6KA6"	"GPL6102"
